country,year,suicides_no,population,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Suriname,2007,119,459086,Developing,69.5,22.0,0.0,4.72,685.0299083,84.0,0.0,52.6,0.0,84.0,5.92,84.0,0.8,5761.39536,3.5,3.4,0.684,11.7
Suriname,2008,147,464789,Developing,69.8,196.0,0.0,4.94,815.4355995,84.0,0.0,53.3,0.0,85.0,5.92,85.0,1.2,6858.163158,3.5,3.4,0.691,11.9
Suriname,2009,131,470448,Developing,70.0,196.0,0.0,5.13,885.0739766,87.0,0.0,54.1,0.0,85.0,6.14,87.0,0.6,7443.85178,3.5,3.4,0.696,12.1
Suriname,2010,136,476052,Developing,73.0,19.0,0.0,5.26,99.08095375,86.0,0.0,54.8,0.0,96.0,5.81,96.0,0.5,833.31332,3.5,3.4,0.7,12.3
Suriname,2011,127,481521,Developing,76.0,187.0,0.0,5.64,989.1263558,86.0,0.0,55.5,0.0,86.0,5.93,86.0,0.1,8318.97692,3.5,3.4,0.704,12.5
Suriname,2012,133,486964,Developing,71.3,178.0,0.0,5.73,1168.324095,84.0,0.0,56.3,0.0,84.0,6.9,84.0,0.9,9272.413453,3.5,3.4,0.708,12.7
Suriname,2013,131,492359,Developing,71.2,179.0,0.0,6.02,1122.972967,86.0,0.0,57.0,0.0,86.0,5.96,86.0,0.4,9484.56898,3.5,3.5,0.719,12.7
Suriname,2014,128,497701,Developing,71.4,178.0,0.0,6.32,1132.432517,85.0,0.0,57.7,0.0,85.0,5.69,85.0,0.4,9564.46383,3.5,3.5,0.722,12.7
Sweden,2005,1219,8538624,Developed,85.0,66.0,0.0,6.5,599.0392403,,13.0,55.3,0.0,98.0,9.6,98.0,0.1,4385.35315,1.3,1.3,0.89,16.0
Sweden,2006,1197,8576044,Developed,88.0,64.0,0.0,6.5,6369.516139,,19.0,55.7,0.0,98.0,8.95,98.0,0.1,46256.4716,1.3,1.3,0.892,15.9
Sweden,2007,1126,8629159,Developed,89.0,63.0,0.0,6.9,7593.391622,,1.0,56.1,0.0,98.0,8.92,98.0,0.1,53324.37937,1.3,1.3,0.895,15.8
Sweden,2008,1170,8688504,Developed,81.1,62.0,0.0,6.9,8105.590882,,25.0,56.5,0.0,98.0,9.23,98.0,0.1,55746.84238,1.3,1.3,0.897,15.7
Sweden,2009,1242,8755922,Developed,81.4,62.0,0.0,7.3,682.1070608,,3.0,56.9,0.0,98.0,9.94,98.0,0.1,4627.592,1.3,1.3,0.898,15.8
Sweden,2010,1141,8823125,Developed,81.5,58.0,0.0,7.2,778.2477467,,6.0,57.3,0.0,98.0,9.47,98.0,0.1,5276.25591,1.3,1.3,0.895,15.8
Sweden,2011,1112,8884644,Developed,81.7,58.0,0.0,7.4,11477.6671,42.0,26.0,57.7,0.0,98.0,11.7,98.0,0.1,59593.28711,1.4,1.3,0.901,16.0
Sweden,2012,1154,8948909,Developed,81.7,57.0,0.0,7.4,10947.02327,53.0,30.0,58.1,0.0,98.0,11.8,98.0,0.1,57134.777,1.4,1.3,0.903,15.8
Sweden,2013,1230,9024081,Developed,81.9,57.0,0.0,7.3,1212.666327,67.0,51.0,58.5,0.0,98.0,11.97,98.0,0.1,6283.24522,1.4,1.3,0.904,15.8
Sweden,2014,1148,9114524,Developed,82.3,54.0,0.0,7.3,1142.212403,67.0,26.0,59.0,0.0,98.0,11.93,98.0,0.1,5918.19898,1.5,1.3,0.906,15.8
Sweden,2015,1182,9114524,Developed,82.4,53.0,0.0,,0.0,67.0,22.0,59.5,0.0,98.0,,98.0,0.1,5585.25847,1.5,1.4,0.909,15.9
Switzerland,2005,1299,7071991,Developed,81.1,66.0,0.0,10.15,10055.34981,,60.0,53.2,0.0,94.0,1.86,94.0,0.1,54797.54663,0.6,0.4,0.899,15.2
Switzerland,2006,1309,7118477,Developed,81.5,65.0,0.0,10.24,10598.08187,,0.0,53.7,0.0,94.0,1.39,94.0,0.1,57348.92788,0.6,0.4,0.904,15.2
Switzerland,2007,1360,7183595,Developed,81.7,63.0,0.0,10.44,11892.33429,,1015.0,54.1,0.0,94.0,1.21,94.0,0.1,63223.46778,0.5,0.4,0.911,15.3
Switzerland,2008,1314,7274875,Developed,82.0,6.0,0.0,10.29,2084.255535,,2022.0,54.6,0.0,96.0,1.29,95.0,0.1,72119.5687,0.5,0.4,0.914,15.3
Switzerland,2009,1105,7364558,Developed,82.1,6.0,0.0,10.15,14714.82588,,958.0,55.0,0.0,96.0,11.0,95.0,0.1,69672.471,0.5,0.4,0.916,15.3
Switzerland,2010,1006,7439147,Developed,82.3,57.0,0.0,10.01,2198.590865,,77.0,55.4,0.0,96.0,11.7,95.0,0.1,74276.71842,0.5,0.4,0.92,15.4
Switzerland,2011,1034,7518040,Developed,82.6,55.0,0.0,9.99,18822.86732,,621.0,55.8,0.0,96.0,11.21,96.0,0.1,87998.44468,0.5,0.3,0.932,15.6
Switzerland,2012,1038,7595591,Developed,82.7,54.0,0.0,9.86,18379.32974,,61.0,56.2,0.0,96.0,11.59,96.0,0.1,83164.38795,0.5,0.3,0.932,15.7
Switzerland,2013,1071,7681318,Developed,83.0,52.0,0.0,9.73,19099.04506,,175.0,56.6,0.0,96.0,11.71,96.0,0.1,84658.88768,0.4,0.3,0.934,15.8
Switzerland,2014,1032,7809621,Developed,83.2,51.0,0.0,9.61,19479.91161,,23.0,57.0,0.0,96.0,11.66,96.0,0.1,85814.58857,0.4,0.3,0.936,15.9
Switzerland,2015,1073,7892502,Developed,83.4,49.0,0.0,,0.0,,35.0,57.4,0.0,97.0,,97.0,0.1,8989.8424,0.4,0.3,0.938,16.0
Thailand,2005,3937,61182665,Developing,72.5,177.0,13.0,6.26,321.1953005,96.0,3526.0,22.6,15.0,98.0,3.55,98.0,0.5,2893.651356,8.9,9.1,0.682,12.0
Thailand,2006,3608,61636512,Developing,73.0,168.0,13.0,6.18,433.9210918,96.0,3588.0,23.6,15.0,98.0,3.49,98.0,0.5,3368.952576,8.7,8.9,0.686,12.4
Thailand,2007,3754,58941621,Developing,73.3,165.0,12.0,6.2,520.7639087,96.0,3893.0,24.6,14.0,98.0,3.56,98.0,0.4,3972.26475,8.6,8.8,0.687,12.3
Thailand,2008,3778,59216773,Developing,73.5,162.0,11.0,5.92,609.9511632,98.0,7790.0,25.7,13.0,99.0,3.92,99.0,0.3,4378.68746,8.5,8.6,0.7,12.9
Thailand,2009,3787,59483718,Developing,73.7,16.0,11.0,5.88,547.2101411,98.0,6071.0,26.8,12.0,99.0,4.11,99.0,0.3,4212.5492,8.3,8.5,0.706,13.0
Thailand,2010,3761,59769764,Developing,73.9,158.0,10.0,5.95,71.6850913,98.0,2583.0,27.9,12.0,99.0,3.81,99.0,0.2,575.32176,8.2,8.3,0.711,13.1
Thailand,2011,3873,60261832,Developing,74.1,155.0,10.0,6.07,748.4451054,98.0,3156.0,29.0,11.0,99.0,4.12,99.0,0.2,5491.159981,8.1,8.2,0.72,13.3
Thailand,2012,3985,60382255,Developing,74.3,154.0,9.0,6.56,801.0504655,98.0,5197.0,3.1,11.0,99.0,4.17,99.0,0.1,5859.915622,8.0,8.1,0.729,13.7
Thailand,2013,3961,60766487,Developing,74.5,153.0,9.0,6.5,788.6873403,99.0,2641.0,31.3,10.0,99.0,4.0,99.0,0.1,6171.262444,7.9,7.9,0.733,13.6
Thailand,2014,3952,61139919,Developing,74.6,152.0,8.0,6.41,789.0772949,99.0,0.0,32.4,10.0,99.0,4.12,99.0,0.1,5941.8471,7.8,7.8,0.737,13.6
Thailand,2015,4205,61261276,Developing,74.9,148.0,8.0,,0.0,99.0,154.0,33.6,9.0,99.0,,99.0,0.1,5814.863134,7.7,7.7,0.738,13.6
Trinidad and Tobago,2005,136,1205471,Developing,69.5,189.0,0.0,6.12,1187.949491,95.0,0.0,37.6,0.0,95.0,5.31,95.0,0.5,12323.1275,6.3,6.7,0.745,12.3
Trinidad and Tobago,2006,141,1209301,Developing,69.6,188.0,0.0,6.35,103.3710689,89.0,0.0,38.4,0.0,89.0,4.49,92.0,0.6,1495.96337,6.2,6.6,0.751,12.3
Trinidad and Tobago,2007,131,1213988,Developing,69.7,187.0,0.0,6.37,136.8836683,89.0,0.0,39.3,0.0,9.0,4.82,88.0,0.7,1653.1844,6.1,6.5,0.76,12.4
Trinidad and Tobago,2008,199,1219336,Developing,69.9,185.0,0.0,6.41,1902.693048,9.0,0.0,4.2,0.0,91.0,4.4,9.0,0.3,21188.11857,6.1,6.4,0.767,12.4
Trinidad and Tobago,2009,128,1225097,Developing,71.0,183.0,0.0,6.37,128.0896289,9.0,0.0,41.1,0.0,9.0,6.47,9.0,0.2,1458.8796,6.0,6.4,0.773,12.5
Trinidad and Tobago,2010,160,1231002,Developing,74.0,179.0,0.0,6.5,1389.772683,9.0,0.0,42.0,0.0,91.0,5.29,9.0,0.4,16683.94578,5.9,6.3,0.772,12.5
Trinidad and Tobago,2011,139,1237186,Developing,76.0,176.0,0.0,6.5,144.9850711,9.0,0.0,43.0,0.0,91.0,5.6,9.0,0.4,1953.9767,5.9,6.2,0.774,12.6
Turkey,2009,1050,65962419,Developing,73.9,118.0,23.0,1.4,106.9482898,94.0,4.0,61.1,27.0,96.0,6.8,96.0,0.1,936.499911,4.9,4.8,0.709,12.5
Turkey,2010,1524,66975131,Developing,74.2,116.0,21.0,1.49,32.78235828,96.0,7.0,61.9,25.0,97.0,5.61,97.0,0.1,1672.5693,4.9,4.7,0.715,13.0
Turkey,2011,1148,68034357,Developing,74.5,114.0,20.0,1.53,1275.877569,96.0,111.0,62.8,23.0,97.0,5.29,97.0,0.1,11341.13395,4.9,4.7,0.737,13.8
Turkey,2012,1450,68976439,Developing,74.8,112.0,19.0,1.54,20.75120211,97.0,349.0,63.7,22.0,97.0,5.24,97.0,0.1,1172.3843,4.9,4.7,0.75,14.3
Turkey,2013,1810,69880352,Developing,75.2,19.0,17.0,1.41,188.1440348,97.0,7405.0,64.5,20.0,98.0,5.38,98.0,0.1,12542.93565,4.9,4.7,0.754,14.4
Turkey,2014,1617,70931420,Developing,75.5,17.0,16.0,1.45,181.9083783,96.0,565.0,65.3,19.0,96.0,5.41,96.0,0.1,12127.22522,4.9,4.7,0.759,14.5
Turkey,2015,1532,71880464,Developing,75.8,16.0,15.0,,0.0,97.0,342.0,66.1,18.0,97.0,,97.0,0.1,1979.52569,4.9,4.8,0.764,14.5
Turkmenistan,2005,468,4252530,Developing,63.3,248.0,6.0,2.85,2.19888585,99.0,0.0,4.7,8.0,99.0,3.51,99.0,0.1,174.51475,3.4,3.4,0.0,10.3
Turkmenistan,2006,506,4287650,Developing,63.7,245.0,6.0,2.71,29.27235366,98.0,48.0,41.3,8.0,98.0,2.9,98.0,0.1,2136.66815,3.3,3.3,0.0,10.4
Turkmenistan,2007,354,4342657,Developing,64.1,241.0,6.0,2.58,0.358651421,98.0,59.0,42.0,8.0,98.0,2.16,98.0,0.1,26.371428,3.3,3.3,0.0,10.4
Turkmenistan,2008,484,4412135,Developing,64.5,235.0,6.0,2.4,34.23979419,96.0,0.0,42.7,8.0,96.0,1.93,96.0,0.1,394.467675,3.2,3.3,0.0,10.5
Turkmenistan,2009,165,4484467,Developing,65.6,215.0,6.0,2.35,37.88466056,97.0,0.0,43.4,8.0,97.0,1.88,96.0,0.1,436.459223,3.2,3.3,0.0,10.5
Turkmenistan,2010,178,4551185,Developing,65.8,211.0,7.0,2.48,385.325164,96.0,0.0,44.2,8.0,96.0,1.99,96.0,0.1,4439.23,3.2,3.3,0.0,10.6
Turkmenistan,2011,130,4626095,Developing,65.6,217.0,7.0,2.55,490.4181326,97.0,0.0,45.0,8.0,97.0,1.98,97.0,0.1,5649.978486,3.2,3.3,0.665,10.6
Turkmenistan,2012,138,4690058,Developing,65.6,22.0,7.0,2.75,579.4128244,98.0,0.0,45.9,8.0,98.0,1.96,97.0,0.1,6675.262954,3.2,3.3,0.672,10.7
Turkmenistan,2013,101,4748055,Developing,65.4,228.0,7.0,2.93,63.7481117,98.0,0.0,46.7,8.0,98.0,2.12,98.0,0.1,734.42525,3.2,3.3,0.678,10.7
Turkmenistan,2014,136,4811227,Developing,66.0,217.0,7.0,2.9,691.1333535,97.0,0.0,47.7,8.0,98.0,2.7,98.0,0.1,7962.365824,3.3,3.3,0.683,10.8
Turkmenistan,2015,133,4886514,Developing,66.3,215.0,6.0,,0.0,99.0,0.0,48.6,7.0,99.0,,99.0,0.1,6432.668768,3.3,3.3,0.688,10.8
Ukraine,2005,10621,44939270,Developing,67.0,278.0,5.0,7.31,217.4345257,97.0,2392.0,56.4,6.0,95.0,6.41,96.0,0.9,1828.717626,2.7,2.8,0.707,14.5
Ukraine,2006,10013,44560034,Developing,67.7,267.0,5.0,7.99,29.38172706,96.0,42724.0,56.8,6.0,99.0,6.39,98.0,0.8,233.18831,2.6,2.7,0.716,14.7
Ukraine,2007,10032,44198672,Developing,67.5,277.0,5.0,8.86,46.19685449,92.0,1005.0,57.2,6.0,98.0,6.36,98.0,0.7,368.68998,2.5,2.7,0.723,14.8
Ukraine,2008,9454,43856123,Developing,67.7,273.0,5.0,9.46,456.4586664,84.0,48.0,57.6,6.0,91.0,6.63,9.0,0.4,3891.37823,2.5,2.6,0.73,14.9
Ukraine,2009,9715,43557944,Developing,69.2,231.0,5.0,8.71,324.5491348,66.0,0.0,58.0,6.0,74.0,7.8,71.0,0.3,2545.48341,2.5,2.6,0.734,14.9
Ukraine,2010,9089,43296809,Developing,69.8,212.0,5.0,8.39,375.6835376,48.0,39.0,58.5,6.0,57.0,7.81,52.0,0.2,2965.142365,2.4,2.5,0.728,14.9
Ukraine,2011,8973,43074791,Developing,75.0,24.0,5.0,8.48,415.1627705,21.0,1333.0,59.0,5.0,54.0,6.98,5.0,0.2,3569.75727,2.4,2.5,0.734,14.9
Ukraine,2012,9058,42915935,Developing,77.0,25.0,5.0,8.44,453.7830847,46.0,12746.0,59.6,5.0,72.0,7.47,76.0,0.2,3855.42128,2.4,2.4,0.739,15.1
Ukraine,2014,7968,40464165,Developing,78.0,23.0,4.0,8.06,5.663849328,22.0,0.0,6.7,5.0,45.0,7.1,23.0,0.2,314.658296,2.3,2.4,0.746,15.2
Ukraine,2015,7574,40345446,Developing,71.3,195.0,4.0,,0.0,22.0,105.0,61.3,5.0,51.0,,23.0,0.2,2124.662666,2.3,2.4,0.748,15.3
United Arab Emirates,2005,96,4280433,Developing,75.3,92.0,1.0,1.79,3427.320332,92.0,29.0,56.6,1.0,94.0,2.32,94.0,0.1,39439.8197,5.1,4.9,0.818,12.6
United Arab Emirates,2006,90,4923879,Developing,75.4,89.0,1.0,1.74,3749.941617,92.0,0.0,55.8,1.0,94.0,2.33,92.0,0.1,42372.22166,5.1,4.9,0.823,12.8
United Arab Emirates,2007,101,5695389,Developing,75.6,87.0,1.0,1.69,3759.457226,92.0,0.0,55.1,1.0,94.0,2.57,92.0,0.1,42672.61323,5.1,4.9,0.826,12.9
United Arab Emirates,2008,100,6510358,Developing,75.8,85.0,1.0,1.86,4003.908598,92.0,55.0,54.8,1.0,94.0,2.93,92.0,0.1,45758.9554,5.1,4.9,0.829,13.1
United Arab Emirates,2009,124,7252480,Developing,76.0,84.0,1.0,1.73,292.4022672,93.0,0.0,55.1,1.0,94.0,4.5,93.0,0.1,3372.57517,5.1,4.9,0.831,13.2
United Arab Emirates,2010,111,7839736,Developing,76.2,82.0,1.0,1.69,308.0660742,94.0,87.0,55.8,1.0,94.0,3.93,94.0,0.1,3549.14832,5.1,4.9,0.826,13.3
Uruguay,2005,498,3070178,Developing,75.7,123.0,1.0,6.35,152.5448405,96.0,0.0,58.3,1.0,96.0,11.15,96.0,0.1,522.951116,1.6,1.6,0.753,15.5
Uruguay,2006,528,3077445,Developing,76.2,117.0,1.0,6.58,1712.225506,95.0,0.0,58.9,1.0,95.0,11.17,95.0,0.1,5877.87678,1.6,1.6,0.756,15.2
Uruguay,2007,576,3087957,Developing,75.4,124.0,1.0,6.67,14.47305874,94.0,0.0,59.5,1.0,94.0,8.23,94.0,0.1,79.69746,1.6,1.5,0.76,15.3
Uruguay,2008,523,3100791,Developing,76.4,119.0,1.0,6.76,24.73142261,94.0,0.0,6.1,1.0,94.0,8.17,94.0,0.1,962.312164,1.6,1.5,0.77,15.7
Uruguay,2009,511,3114306,Developing,76.6,118.0,0.0,6.67,1871.736563,95.0,0.0,6.7,1.0,95.0,8.78,95.0,0.1,9415.17386,1.5,1.5,0.774,15.5
Uruguay,2010,547,3127306,Developing,76.3,118.0,0.0,6.21,2331.532804,95.0,0.0,61.2,1.0,95.0,8.63,95.0,0.1,11938.212,1.5,1.5,0.777,15.6
Uruguay,2012,599,3151939,Developing,76.5,118.0,0.0,5.77,339.7190493,95.0,0.0,62.3,0.0,95.0,8.74,95.0,0.1,1592.6819,1.5,1.5,0.784,15.5
Uruguay,2013,546,3164670,Developing,76.8,117.0,0.0,5.82,482.8039445,94.0,0.0,62.9,0.0,94.0,8.68,94.0,0.1,16881.2568,1.5,1.4,0.788,15.5
Uruguay,2014,591,3177645,Developing,76.8,117.0,0.0,6.03,463.6397821,95.0,0.0,63.4,0.0,95.0,8.58,95.0,0.1,16737.89827,1.5,1.4,0.791,15.5
Uruguay,2015,630,3190795,Developing,77.0,116.0,0.0,,0.0,95.0,0.0,64.0,0.0,95.0,,95.0,0.1,15524.84247,1.5,1.4,0.794,15.5
Uzbekistan,2005,1221,23600347,Developing,67.3,192.0,24.0,1.78,40.13342094,99.0,737.0,37.5,28.0,99.0,5.11,99.0,0.3,546.776852,3.2,3.2,0.62,11.7
Uzbekistan,2009,1399,25288102,Developing,68.0,183.0,21.0,2.56,92.81479759,98.0,0.0,4.0,24.0,99.0,6.31,98.0,0.2,1213.265328,3.1,3.1,0.651,11.8
Uzbekistan,2010,1464,25651783,Developing,68.3,183.0,20.0,2.73,119.4571154,99.0,117.0,4.7,23.0,99.0,5.34,99.0,0.2,1377.8214,3.0,3.1,0.657,11.9
Uzbekistan,2011,1640,25978049,Developing,68.5,183.0,19.0,2.83,140.6905284,99.0,476.0,41.4,22.0,99.0,5.65,99.0,0.1,1564.966945,3.0,3.1,0.664,12.0
Uzbekistan,2012,1835,26381830,Developing,68.8,184.0,18.0,0.01,16.71406295,99.0,0.0,42.2,21.0,99.0,6.49,99.0,0.1,174.468298,3.0,3.1,0.673,12.0
Uzbekistan,2013,1950,26838924,Developing,69.1,185.0,17.0,0.01,19.1624696,99.0,0.0,43.0,19.0,99.0,6.32,99.0,0.1,197.551233,3.0,3.1,0.681,12.0
Uzbekistan,2014,2095,27313507,Developing,69.2,184.0,16.0,0.01,0.442802404,99.0,8.0,43.9,18.0,99.0,5.84,99.0,0.1,25.448414,3.0,3.1,0.69,12.1
